"id","source","target","cost","reverse_cost","geom_coord","geom","length"
41612,37194,15118,4.989317249964931,4.989317249964931,"[[1287963.881338192,6131978.848576788],[1287973.198779572,6131975.411412674]]","LINESTRING (11.5699764 48.150797, 11.5700601 48.1507764)",9.93120390596439
104720,150755,81044,7.08130860822642,7.08130860822642,"[[1287908.210460847,6131800.167927058],[1287911.472121928,6131813.916310416]]","LINESTRING (11.5694763 48.1497261, 11.5695056 48.1498085)",14.129985066159081
118589,81044,168700,51.64474594124157,51.64474594124157,"[[1287911.472121928,6131813.916310416],[1287952.2929792,6131908.503784096]]","LINESTRING (11.5695056 48.1498085, 11.5698723 48.1503754)",103.02005904491759
171045,168697,168698,40.191537467004835,40.191537467004835,"[[1287988.538605402,6131952.285674442],[1288062.254372207,6131921.184491501]]","LINESTRING (11.5701979 48.1506378, 11.5708601 48.1504514)",80.00811118865016
179162,168700,120059,35.28957710936953,35.28957710936953,"[[1287952.2929792,6131908.503784096],[1287980.857560538,6131972.841883116]]","LINESTRING (11.5698723 48.1503754, 11.5701289 48.150761)",70.39407853285236
179163,120059,163139,4.206137121269937,4.206137121269937,"[[1287980.857560538,6131972.841883116],[1287985.800145931,6131979.616099061]]","LINESTRING (11.5701289 48.150761, 11.5701733 48.1508016)",8.385651557634112
179164,163139,152077,49.33738433885353,49.33738433885353,"[[1287985.800145931,6131979.616099061],[1288024.517064826,6132070.100783053]]","LINESTRING (11.5701733 48.1508016, 11.5705211 48.1513439)",98.4199057396573
186017,120959,173282,4.769807936734149,4.769807936734149,"[[1287894.284392548,6131793.927770052],[1287885.534680572,6131797.615135008]]","LINESTRING (11.5693512 48.1496887, 11.5692726 48.1497108)",9.494952341318228
186019,111275,115568,4.900786768268864,4.900786768268864,"[[1287827.960239934,6131821.958457516],[1287818.976757027,6131825.762629313]]","LINESTRING (11.5687554 48.1498567, 11.5686747 48.1498795)",9.75575154462264
274409,227497,227498,13.493927908671376,13.493927908671376,"[[1287843.344593562,6131799.100092381],[1287833.103200408,6131774.206234221]]","LINESTRING (11.5688936 48.1497197, 11.5688016 48.1495705)",26.918215167713125
288558,163139,55122,71.47796883839433,71.47796883839433,"[[1287985.800145931,6131979.616099061],[1287988.148987184,6131978.698409394],[1288116.967901932,6131924.471467408]]","LINESTRING (11.5701733 48.1508016, 11.5701944 48.1507961, 11.5713516 48.1504711)",142.2889610529561
296590,266797,120959,8.238286050854828,8.238286050854828,"[[1287909.401579398,6131787.57082334],[1287894.284392548,6131793.927770052]]","LINESTRING (11.569487 48.1496506, 11.5693512 48.1496887)",16.399393579666405
298470,266796,150755,3.007694960314779,3.007694960314779,"[[1287913.665115894,6131797.69855957],[1287908.210460847,6131800.167927058]]","LINESTRING (11.5695253 48.1497113, 11.5694763 48.1497261)",5.987573588477635
300724,203548,238906,1.7190919822208608,1.7190919822208608,"[[1287912.52965709,6131772.03720175],[1287913.98794242,6131775.140586841]]","LINESTRING (11.5695151 48.1495575, 11.5695282 48.1495761)",3.4289349838150684
325439,258510,266796,77.14115149599229,77.14115149599229,"[[1288054.840494118,6131737.282702554],[1287921.780306775,6131794.044564394],[1287913.665115894,6131797.69855957]]","LINESTRING (11.5707935 48.1493492, 11.5695982 48.1496894, 11.5695253 48.1497113)",153.56129395373162
337831,284333,237587,54.28699689732705,54.28699689732705,"[[1287881.393595513,6131787.670932697],[1287837.199757669,6131688.813509315]]","LINESTRING (11.5692354 48.1496512, 11.5688384 48.1490587)",108.28612774077783
360709,168697,168696,8.020683157968534,8.020683157968534,"[[1287988.538605402,6131952.285674442],[1287994.739101039,6131967.035416575]]","LINESTRING (11.5701979 48.1506378, 11.5702536 48.1507262)",16.000032473427634
367769,288992,168697,27.41114401446025,27.41114401446025,"[[1287967.343374357,6131901.879790455],[1287988.538605402,6131952.285674442]]","LINESTRING (11.5700075 48.1503357, 11.5701979 48.1506378)",54.680809791896074
367771,288992,168700,8.260082158655713,8.260082158655713,"[[1287967.343374357,6131901.879790455],[1287952.2929792,6131908.503784096]]","LINESTRING (11.5700075 48.1503357, 11.5698723 48.1503754)",16.443591035854443
372773,86905,288993,27.385903737287556,27.385903737287556,"[[1287927.513260549,6131807.19228036],[1287948.697359648,6131857.547551848]]","LINESTRING (11.5696497 48.1497682, 11.56984 48.15007)",54.62984002626648
372775,168701,288993,34.56912163498564,34.56912163498564,"[[1287984.787138564,6131798.81644882],[1287948.697359648,6131857.547551848]]","LINESTRING (11.5701642 48.149718, 11.56984 48.15007)",68.9334070323892
379818,288993,288992,24.109294484811763,24.109294484811763,"[[1287948.697359648,6131857.547551848],[1287967.343374357,6131901.879790455]]","LINESTRING (11.56984 48.15007, 11.5700075 48.1503357)",48.093879490681296
385630,299143,299144,64.9341404623171,64.9341404623171,"[[1287853.931077136,6132015.75646483],[1287831.667178977,6131964.015388121],[1287829.641164245,6131959.293467311],[1287832.201512532,6131958.192242336],[1287835.607888951,6131956.723942595],[1287859.931197691,6132013.270349832]]","LINESTRING (11.5689887 48.1510182, 11.5687887 48.1507081, 11.5687705 48.1506798, 11.5687935 48.1506732, 11.5688241 48.1506644, 11.5690426 48.1510033)",129.51831462270798
390234,173283,150755,5.133667592188546,5.133667592188546,"[[1287898.726040231,6131803.972089178],[1287908.210460847,6131800.167927058]]","LINESTRING (11.5693911 48.1497489, 11.5694763 48.1497261)",10.218898367946617
390235,266797,266796,5.508593892119736,5.508593892119736,"[[1287909.401579398,6131787.57082334],[1287913.665115894,6131797.69855957]]","LINESTRING (11.569487 48.1496506, 11.5695253 48.1497113)",10.988575185510971
394398,306077,284333,7.355912549119225,7.355912549119225,"[[1287867.979596875,6131793.544017229],[1287881.393595513,6131787.670932697]]","LINESTRING (11.5691149 48.1496864, 11.5692354 48.1496512)",14.64337670719863
394400,299658,173283,5.080870763118095,5.080870763118095,"[[1287889.375203004,6131807.826307782],[1287898.726040231,6131803.972089178]]","LINESTRING (11.5693071 48.149772, 11.5693911 48.1497489)",10.114008003182727
394401,306067,266797,4.863824317872579,4.863824317872579,"[[1287905.638980608,6131778.627725189],[1287909.401579398,6131787.57082334]]","LINESTRING (11.5694532 48.149597, 11.569487 48.1496506)",9.702378790540571
394403,306067,238906,4.545293531240103,4.545293531240103,"[[1287905.638980608,6131778.627725189],[1287913.98794242,6131775.140586841]]","LINESTRING (11.5694532 48.149597, 11.5695282 48.1495761)",9.047944362241147
398719,266795,306067,8.435933690876658,8.435933690876658,"[[1287898.970943111,6131763.177544055],[1287905.638980608,6131778.627725189]]","LINESTRING (11.5693933 48.1495044, 11.5694532 48.149597)",16.827680206607194
398720,238906,306069,52.26160569122633,52.26160569122633,"[[1287913.98794242,6131775.140586841],[1288009.63364891,6131734.212700762]]","LINESTRING (11.5695282 48.1495761, 11.5703874 48.1493308)",104.03457612229222
402725,306071,306076,17.13203215401248,17.13203215401248,"[[1287813.989643839,6131817.153190288],[1287845.237024904,6131803.488226356]]","LINESTRING (11.5686299 48.1498279, 11.5689106 48.149746)",34.10469267871693
402726,306076,306077,12.46881491071374,12.46881491071374,"[[1287845.237024904,6131803.488226356],[1287867.979596875,6131793.544017229]]","LINESTRING (11.5689106 48.149746, 11.5691149 48.1496864)",24.821600975514286
404935,310220,266797,0.7518796992481203,0.7518796992481203,"[[1287910.781062436,6131786.989842087],[1287909.401579398,6131787.57082334]]","LINESTRING (11.569499392106962 48.14964711792036, 11.569487 48.1496506)",1.496834215186395
406902,242161,310220,76.23755163681884,76.23755163681884,"[[1288050.666013215,6131728.139439599],[1288013.930581253,6131743.606242318],[1287917.483374429,6131784.167105775],[1287910.781062436,6131786.989842087]]","LINESTRING (11.570756 48.1492944, 11.570426 48.1493871, 11.5695596 48.1496302, 11.569499392106962 48.14964711792036)",151.76023930793409
408887,173282,310218,0.7518796992481203,0.7518796992481203,"[[1287885.534680572,6131797.615135008],[1287884.156107573,6131798.197966564]]","LINESTRING (11.5692726 48.1497108, 11.569260216068054 48.14971429316501)",1.4967151152804332
410895,310218,111275,30.6496633256895,30.6496633256895,"[[1287884.156107573,6131798.197966564],[1287871.998230491,6131803.338062038],[1287849.311318268,6131812.931898736],[1287827.960239934,6131821.958457516]]","LINESTRING (11.569260216068054 48.14971429316501, 11.569151 48.1497451, 11.5689472 48.1498026, 11.5687554 48.1498567)",61.01259277866888
999999999,299658,999999999,41.64061419123928,41.64061419123928,"[[1287889.375203004,6131807.826307782],[1287922.551012512,6131883.976573649]]","LINESTRING (11.5693071 48.149772, 11.569605123367433 48.150228399364764)",83.0632128449279
999999998,999999999,306175,47.5163388617478,47.5163388617478,"[[1287922.551012512,6131883.976573649],[1287960.40817008,6131970.873023328]]","LINESTRING (11.569605123367433 48.150228399364764, 11.5699452 48.1507492)",94.78479490919158
